GEOID20,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2400104-002,1363,1099,28,179,44,6,1,1008,867,16,84,28,2,1,1373,1104,28,184,44,6,1,1008,867,16,67,1,4,0,0,53
2400104-005,1105,951,10,78,48,5,0,884,793,5,41,32,3,0,1107,952,10,79,48,5,0,884,793,5,30,3,2,0,5,46
2400303-015,1933,1720,61,35,37,49,5,1524,1379,35,26,28,31,3,1934,1721,61,35,37,49,5,1524,1379,35,15,16,0,3,8,68
2400304-004,2834,2208,148,226,71,173,8,2192,1734,101,175,48,119,5,2839,2211,148,228,69,175,8,2192,1734,101,133,72,11,1,14,126
2400306-027,1484,1034,285,65,29,54,1,1183,869,185,50,27,43,1,1486,1035,285,80,31,60,1,1183,869,185,43,22,2,0,9,53
2400302-022,3740,2843,267,448,119,82,4,3070,2412,179,328,86,61,2,3744,2845,267,448,115,82,4,3070,2412,179,294,46,13,1,8,117
2400302-008,3934,2531,556,572,126,164,13,3135,2151,362,405,92,117,8,3945,2539,556,567,126,162,13,3135,2151,362,351,80,14,3,19,155
2400306-012,3330,1799,344,1044,57,108,8,2458,1387,225,752,42,76,3,3346,1799,344,1056,46,108,8,2458,1387,225,728,60,1,1,10,46
2402701-001,3725,2028,226,772,65,676,16,2707,1589,137,490,40,456,12,3728,2030,226,778,64,683,16,2707,1589,137,436,397,0,3,21,124
2402701-013,2121,1191,93,408,42,416,2,1586,924,77,276,35,297,2,2121,1191,93,408,42,416,2,1586,924,77,231,274,4,0,4,72
2400301-015,3157,1877,371,696,79,168,13,2452,1591,224,467,53,121,10,3165,1879,371,698,75,167,13,2452,1591,224,426,97,11,1,9,93
2400301-016,3740,1883,677,903,111,200,9,2798,1545,431,612,95,149,3,3757,1894,678,912,107,200,9,2798,1545,431,518,128,21,0,14,141
2400301-013,2001,1080,318,525,70,70,3,1459,864,199,330,55,48,2,2013,1084,318,520,66,66,3,1459,864,199,289,33,11,0,3,60
2402701-015,9630,2197,794,4159,138,2500,37,7260,1836,569,3021,103,1796,18,8906,2029,772,3623,133,2498,37,7260,1836,569,2805,1692,20,8,61,269
2402701-021,4276,1237,436,1651,91,988,12,3108,1004,301,1078,69,730,7,4281,1237,436,1615,78,984,12,3108,1004,301,976,708,3,6,12,98
2402702-018,2847,2000,107,208,23,485,2,2110,1506,79,146,19,338,2,2847,2000,107,208,23,485,2,2110,1506,79,121,320,0,1,17,66
2402706-030,2614,581,588,1032,69,435,2,1885,481,388,728,50,302,0,2616,581,588,1030,63,434,1,1885,481,388,669,274,1,0,7,65
2402705-014,1146,666,125,224,31,130,5,934,588,83,161,21,95,5,1146,666,125,224,31,130,5,934,588,83,113,67,1,0,1,81
2402702-004,3280,1070,219,1068,37,940,8,2370,879,143,675,25,659,7,3283,1070,219,1054,36,940,7,2370,879,143,593,611,1,6,21,116
2400305-017,2865,2426,160,115,67,114,10,2151,1881,89,76,41,69,10,2866,2427,160,115,67,114,10,2151,1881,89,42,43,3,2,0,91
2400301-001,2422,1803,117,214,60,219,10,1966,1491,79,169,47,169,10,2422,1803,117,214,60,219,10,1966,1491,79,160,152,10,7,6,61
2403708-009,6432,2074,1019,2920,204,366,20,4575,1668,607,1975,145,253,11,6450,2075,1019,2903,194,358,19,4575,1668,607,1826,193,16,5,29,231
2403708-011,4018,2290,406,1027,117,251,28,3024,1845,286,663,72,182,22,4022,2291,406,1023,112,253,24,3024,1845,286,574,131,6,5,11,166
2403708-006,1879,1403,108,194,51,139,3,1483,1137,68,136,38,104,2,1880,1404,108,187,51,137,3,1483,1137,68,115,81,2,0,10,70
24037ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403701-002,2374,1877,95,276,65,68,10,1897,1557,62,186,37,52,10,2378,1878,95,278,59,68,10,1897,1557,62,156,31,1,6,7,77
2403705-002,4042,3232,109,508,122,73,9,3238,2599,85,411,95,46,6,4047,3237,109,509,120,73,9,3238,2599,85,360,24,12,4,13,141
2403706-003,4565,3738,184,271,120,230,9,3449,2924,105,178,82,135,6,4567,3740,184,272,121,230,9,3449,2924,105,131,107,6,0,15,161
2403701-001,4021,3102,191,509,105,137,14,3445,2675,158,424,81,119,12,4024,3103,191,504,104,136,13,3445,2675,158,359,76,7,3,13,154
2403703-002,3518,2703,124,563,82,59,9,2590,1990,70,436,55,40,7,3528,2711,124,565,80,58,9,2590,1990,70,412,24,3,3,2,86
2403706-001,2116,1835,43,134,49,47,1,1673,1470,29,105,38,25,0,2118,1836,43,136,49,47,1,1673,1470,29,87,18,16,0,4,49
2403709-001,265,223,5,24,4,8,0,209,176,3,19,3,7,0,265,223,5,24,4,8,0,209,176,3,18,7,1,0,1,3
2403708-002,2354,1753,148,251,76,131,6,1830,1428,95,153,56,83,4,2356,1754,148,253,72,129,6,1830,1428,95,135,64,9,0,5,94
2403707-001,3300,2685,41,445,76,44,5,2661,2196,33,346,53,23,5,3306,2687,41,451,76,44,5,2661,2196,33,320,19,10,0,8,75
2403702-001,3182,2532,142,289,91,114,13,2469,2007,93,227,64,71,6,3185,2534,142,294,91,114,13,2469,2007,93,203,45,13,1,4,103
2403704-003,3553,2870,82,457,72,54,8,2762,2227,51,382,48,32,5,3560,2872,82,475,73,53,8,2762,2227,51,336,10,11,0,4,123
2403708-001,5279,2295,619,2011,154,318,5,4006,1873,418,1417,111,253,4,5305,2302,620,1985,131,314,5,4006,1873,418,1276,193,13,1,17,215
2403702-002,1957,1588,85,155,18,90,15,1589,1315,58,115,14,64,12,1959,1590,85,155,17,90,15,1589,1315,58,107,43,4,4,3,55
2403703-004,2276,1932,84,54,27,149,4,1834,1582,51,33,20,121,3,2276,1932,84,54,27,149,4,1834,1582,51,32,96,1,0,6,66
2402702-006,2883,1283,130,352,31,1093,8,2058,1008,84,233,23,707,7,2883,1283,130,352,31,1093,8,2058,1008,84,211,681,0,0,11,63
2402702-012,4040,2496,216,370,50,930,5,3108,2074,142,226,42,637,2,4041,2497,216,371,50,932,5,3108,2074,142,179,614,5,0,10,84
2402706-027,3300,989,268,1358,79,700,11,2415,805,176,939,50,495,6,3303,990,268,1353,75,702,11,2415,805,176,859,444,6,2,28,95
2402702-010,2010,944,37,111,19,875,2,1447,751,23,71,11,567,2,2011,945,37,112,19,890,2,1447,751,23,54,550,1,0,4,64
2402706-001,3516,1387,630,1111,88,359,5,2737,1206,420,797,64,270,4,3519,1387,630,1113,71,362,3,2737,1206,420,730,225,6,0,21,129
2402701-006,4768,1639,1609,688,149,800,4,3485,1390,996,473,105,592,1,4774,1642,1609,697,103,818,3,3485,1390,996,389,566,8,0,25,111
2400129-002,1968,1787,26,51,41,55,2,1609,1495,12,26,29,44,1,1970,1789,26,51,42,58,2,1609,1495,12,14,41,0,1,0,46
2400106-003,929,779,21,91,26,14,0,750,652,13,57,21,8,0,929,779,21,91,26,14,0,750,652,13,36,8,1,0,1,39
2400114-000,762,607,27,89,27,17,0,668,548,22,70,21,15,0,769,612,27,91,27,18,0,668,548,22,56,11,3,0,0,28
2400126-000,3909,2911,94,664,47,154,3,3345,2454,77,594,37,140,3,3912,2913,94,665,48,154,3,3345,2454,77,556,119,13,0,31,95
2400118-000,2054,1942,24,16,50,18,2,1623,1538,19,10,41,10,1,2055,1943,24,16,50,18,2,1623,1538,19,0,6,6,0,1,53
2402311-001,125,114,1,10,0,0,0,108,107,1,0,0,0,0,125,114,1,10,0,0,0,108,107,1,0,0,0,0,0,0
2400307-027,4121,3208,276,364,48,216,8,3133,2490,188,272,34,143,1,4121,3208,276,364,48,216,8,3133,2490,188,241,115,4,0,11,84
2400303-022,2236,1713,86,312,40,74,5,1810,1390,49,267,34,62,3,2239,1715,86,308,40,80,5,1810,1390,49,246,46,1,2,4,72
2400303-020,2254,1970,69,78,44,86,2,1828,1610,54,50,32,75,1,2256,1972,69,77,43,82,2,1828,1610,54,35,59,6,0,4,60
2400307-023,3711,3136,196,144,50,155,7,2864,2468,130,111,36,101,3,3714,3137,197,144,49,156,7,2864,2468,130,98,68,1,0,13,86
2400303-017,2602,2305,91,66,66,62,5,2081,1881,52,52,43,36,4,2607,2310,91,68,63,62,5,2081,1881,52,43,25,5,0,5,70
2400302-013,2480,1697,163,453,68,113,10,1948,1395,105,326,46,81,10,2483,1698,163,454,69,112,10,1948,1395,105,292,70,3,6,3,74
2400102-000,996,956,4,9,16,3,1,844,810,2,8,16,3,0,996,956,4,9,16,3,1,844,810,2,7,0,1,0,0,24
2400104-004,1887,1682,28,118,31,13,2,1564,1413,22,85,19,11,2,1890,1685,28,119,31,13,2,1564,1413,22,62,6,3,0,6,52
2402703-005,6756,3116,147,513,48,2948,6,5050,2602,95,385,33,1950,4,6757,3117,147,513,48,2947,6,5050,2602,95,335,1905,5,0,12,96
2402706-029,5871,2492,374,1671,126,1330,10,4710,2133,251,1230,85,1057,9,5873,2492,374,1664,111,1333,10,4710,2133,251,1116,984,11,1,25,189
2402706-012,1062,548,135,295,41,81,4,832,451,96,228,35,57,3,1062,548,135,295,41,81,4,832,451,96,178,43,1,1,9,53
2402705-016,2856,1237,222,1033,54,348,5,2382,1131,174,767,38,291,4,2857,1237,222,1031,54,349,5,2382,1131,174,686,254,0,4,13,120
2402706-033,2888,1135,394,962,90,329,2,2244,958,274,727,68,228,1,2893,1136,394,957,84,336,1,2244,958,274,662,217,20,0,16,97
2402706-026,3396,1692,237,1122,35,323,2,2614,1416,144,780,24,249,0,3402,1692,237,1118,35,324,2,2614,1416,144,701,211,0,0,23,119
2400301-022,9724,3285,1064,3380,186,2080,27,7913,2921,747,2548,139,1721,21,9730,3286,1064,3346,171,2081,27,7913,2921,747,2260,1552,8,8,37,380
2400301-025,2036,1127,281,404,68,179,2,1599,939,185,289,45,145,1,2042,1130,281,411,61,181,2,1599,939,185,248,117,4,0,9,97
2400301-006,3728,1344,407,1424,119,504,13,3063,1167,280,1155,96,397,7,3729,1344,407,1427,116,505,13,3063,1167,280,1058,331,7,1,23,196
2400307-017,1902,1319,139,289,44,130,2,1439,1036,81,213,23,88,2,1904,1320,139,283,42,129,2,1439,1036,81,182,66,0,0,7,67
2400307-015,2853,2174,167,257,46,213,7,2124,1705,103,168,23,124,5,2853,2174,167,257,46,213,7,2124,1705,103,129,102,3,0,13,69
2400307-026,2832,2142,199,177,47,253,16,2075,1629,129,116,31,160,10,2832,2142,199,177,47,253,16,2075,1629,129,91,119,1,1,14,91
2400307-018,3133,2047,197,526,62,306,4,2235,1570,110,313,33,205,4,3136,2048,198,530,59,308,4,2235,1570,110,280,162,4,0,5,104
2400306-004,1347,529,362,379,17,75,2,1104,482,230,332,13,57,0,1349,530,362,380,17,73,2,1104,482,230,307,45,1,0,4,35
2400306-001,3031,2441,264,194,61,80,11,2612,2160,180,160,46,63,7,3032,2441,264,195,61,80,11,2612,2160,180,136,45,2,0,6,83
2400306-013,2202,723,694,726,34,51,1,1544,579,412,499,31,46,0,2211,723,694,734,26,51,1,1544,579,412,477,41,1,0,0,34
2400306-015,3353,1134,1531,533,108,152,2,2511,1019,929,427,80,112,2,3355,1134,1531,536,96,154,2,2511,1019,929,390,99,2,0,10,62
2400103-000,1042,994,0,14,21,4,1,843,807,0,10,16,4,1,1042,994,0,14,21,4,1,843,807,0,7,3,0,1,3,22
2402703-004,352,229,12,10,3,99,0,252,161,5,8,3,74,0,352,229,12,10,3,99,0,252,161,5,6,69,0,0,0,11
2402703-006,2618,1761,105,227,35,469,2,1965,1359,73,164,25,322,1,2620,1763,105,228,32,471,1,1965,1359,73,149,302,0,0,14,68
2402701-007,1606,698,139,354,32,426,2,1206,574,78,211,25,317,1,1607,699,139,354,32,426,2,1206,574,78,188,303,3,0,9,51
2402706-014,2067,960,208,704,24,182,1,1600,801,133,526,16,130,1,2068,960,208,706,23,181,1,1600,801,133,453,110,0,0,18,85
2402706-016,4008,1370,649,1461,94,570,10,2960,1133,420,1020,51,416,7,4018,1370,649,1445,71,571,10,2960,1133,420,900,346,1,4,16,140
2402704-003,2353,1983,85,83,47,131,8,1853,1586,60,60,34,92,6,2355,1985,85,84,47,133,8,1853,1586,60,47,75,0,1,12,72
2402701-016,1236,558,193,230,35,247,5,915,455,128,149,31,172,2,1237,559,193,232,35,249,5,915,455,128,112,138,2,0,14,66
2402701-002,856,544,44,112,3,164,0,613,430,24,62,3,96,0,856,544,44,112,3,164,0,613,430,24,55,93,0,0,0,11
2402701-014,2490,1648,101,194,20,534,3,1897,1295,65,143,16,378,3,2490,1648,101,194,20,534,3,1897,1295,65,129,361,3,0,0,44
2402701-018,596,336,57,93,6,107,1,468,274,40,66,3,85,0,598,337,58,93,3,107,1,468,274,40,64,80,0,0,2,8
2402702-016,4255,2153,162,428,36,1471,7,3146,1708,109,286,22,1003,5,4255,2153,162,428,36,1471,7,3146,1708,109,254,971,0,0,10,94
2402706-004,2721,1882,190,335,57,272,0,2116,1547,116,234,46,192,0,2721,1882,190,335,57,272,0,2116,1547,116,205,140,9,0,3,96
2402706-009,3181,814,789,1289,110,284,8,2296,687,511,864,74,216,7,3186,814,789,1295,83,288,8,2296,687,511,770,181,10,1,28,108
2401503-003,7120,4917,532,1393,182,163,8,5411,3915,311,934,135,132,4,7147,4929,532,1390,181,161,8,5411,3915,311,828,97,16,1,23,220
2401503-004,980,777,65,82,41,14,2,744,625,36,46,29,6,0,984,781,65,74,41,14,2,744,625,36,30,5,1,0,3,44
2401502-002,2809,2474,102,110,60,19,4,2214,2001,63,73,34,13,3,2813,2477,102,115,66,23,4,2214,2001,63,57,9,2,0,6,76
24015ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-005,2144,1369,164,479,43,83,4,1725,1154,122,340,34,64,3,2150,1374,164,484,44,82,4,1725,1154,122,313,48,3,0,9,76
2401505-001,3806,3142,182,280,137,70,17,2948,2530,115,169,94,34,7,3816,3149,183,281,137,71,16,2948,2530,115,133,23,6,2,14,125
2401505-006,982,800,58,53,19,42,1,767,638,34,41,18,29,1,984,802,58,53,19,43,1,767,638,34,37,24,2,1,3,28
2403308-001,1909,932,152,761,67,37,7,1584,809,92,633,53,22,6,1911,932,152,762,67,37,7,1584,809,92,584,15,20,0,3,61
2403313-003,2353,20,368,1945,55,39,4,1776,17,248,1494,42,30,2,2359,20,368,1941,48,39,4,1776,17,248,1419,23,4,0,9,56
2403313-008,3122,82,927,1834,55,270,8,2132,58,588,1358,43,121,7,3130,82,931,1843,22,272,8,2132,58,588,1309,73,5,4,16,79
2403310-006,6634,798,1146,4123,140,649,16,5200,735,806,3184,113,527,16,6637,798,1146,4064,101,650,15,5200,735,806,2949,487,1,0,40,182
2403310-001,3168,365,633,1932,86,286,11,2554,342,463,1552,53,226,7,3173,365,633,1904,75,280,10,2554,342,463,1455,206,4,0,10,74
2403310-014,2454,90,424,1947,34,51,0,1640,74,277,1277,30,31,0,2461,91,425,1892,23,49,0,1640,74,277,1200,30,3,0,12,44
2403317-007,7205,264,2889,4078,218,142,22,5686,245,2015,3410,161,119,13,7217,265,2893,4060,182,139,19,5686,245,2015,3136,92,7,3,27,161
2403307-010,5267,558,270,4245,79,266,1,4175,514,193,3320,52,199,1,5270,558,270,4233,79,265,1,4175,514,193,3125,173,3,0,14,153
2403307-007,4987,968,266,3452,110,327,9,3997,875,200,2666,87,255,7,4992,969,266,3432,108,326,9,3997,875,200,2469,212,12,4,32,193
2403311-003,4380,279,261,3745,85,115,7,3478,248,162,2971,66,97,7,4384,279,261,3743,81,115,7,3478,248,162,2844,71,9,4,29,111
2403311-005,616,67,43,497,10,18,0,502,62,34,393,8,18,0,617,67,43,490,10,18,0,502,62,34,377,14,0,0,0,15
2403302-001,3903,113,1271,2531,90,36,1,2899,100,839,1957,63,30,0,3916,114,1272,2513,68,36,1,2899,100,839,1874,24,4,0,12,46
2403305-001,7066,711,594,5309,169,505,17,5418,632,395,4009,128,380,13,7074,712,594,5293,167,505,17,5418,632,395,3772,330,14,5,41,229
2403312-010,5860,858,849,3502,113,726,14,4957,779,602,2994,75,607,13,5865,858,849,3471,89,716,14,4957,779,602,2820,550,4,4,36,162
2403312-006,5506,61,482,4935,97,71,5,4319,53,362,3878,80,50,5,5519,61,482,4880,67,68,4,4319,53,362,3732,40,8,4,22,98
2400901-001,3839,3097,118,441,63,112,11,3353,2772,92,356,42,81,11,3841,3097,118,442,63,112,11,3353,2772,92,334,68,1,1,0,85
2402107-006,8,4,2,1,0,1,0,3,2,0,0,0,1,0,8,4,2,1,0,1,0,3,2,0,0,1,0,0,0,0
2400106-006,1875,1683,32,89,43,27,7,1502,1393,17,44,34,20,5,1875,1683,32,89,43,27,7,1502,1393,17,26,9,0,1,0,56
2400108-000,3232,3081,45,46,38,18,2,2580,2477,27,27,32,13,0,3237,3086,45,47,37,18,2,2580,2477,27,17,7,3,0,3,46
2400116-000,3199,2081,138,914,44,30,1,2850,1783,132,884,37,26,0,3203,2084,138,915,44,30,1,2850,1783,132,860,24,8,0,4,39
2400129-001,2240,2066,23,54,31,41,5,1845,1728,12,36,21,27,4,2241,2067,23,55,31,41,5,1845,1728,12,27,17,2,4,0,55
2403318-006,5185,62,277,4857,43,29,6,3950,54,188,3710,35,25,4,5209,62,277,4848,42,28,6,3950,54,188,3598,10,5,0,11,84
2403318-009,3146,130,440,2565,41,73,12,2554,115,301,2118,31,63,5,3150,130,440,2552,40,73,12,2554,115,301,2016,35,6,1,7,73
2403306-017,5327,129,373,4799,92,73,13,4399,127,240,3988,66,62,4,5346,129,374,4751,79,72,11,4399,127,240,3861,59,7,3,13,89
2403306-001,5014,187,613,4190,79,43,11,4016,168,425,3403,64,34,9,5029,187,613,4172,71,42,11,4016,168,425,3280,17,8,2,21,95
2403306-011,2924,68,294,2556,57,34,2,2361,65,184,2095,40,19,1,2935,68,294,2536,48,33,2,2361,65,184,2036,13,8,0,8,47
2403314-004,2776,1345,366,873,55,185,5,2144,1123,240,628,36,122,2,2779,1347,366,874,51,186,5,2144,1123,240,569,105,1,0,21,85
2403306-006,4965,108,477,4355,74,74,3,4010,101,287,3593,55,61,3,4982,108,480,4295,69,72,3,4010,101,287,3458,45,4,1,19,95
2403306-016,5668,109,419,5115,102,68,5,4149,98,274,3750,79,48,5,5685,109,419,5082,88,63,5,4149,98,274,3602,39,0,0,13,123
2403320-010,1418,123,537,712,55,64,1,1058,108,351,561,37,54,1,1420,123,538,709,54,64,1,1058,108,351,517,52,1,0,3,26
2403320-021,2430,263,1261,781,118,135,2,1781,235,803,621,88,107,2,2435,263,1261,779,107,136,2,1781,235,803,589,100,1,0,14,39
2403321-009,1489,437,137,558,27,360,0,1339,417,114,482,26,326,0,1490,437,137,552,21,360,0,1339,417,114,437,312,2,0,4,53
2403312-013,4760,68,378,4278,90,45,6,3769,58,251,3431,64,31,4,4774,68,378,4269,73,42,6,3769,58,251,3337,19,12,0,23,69
2403309-010,3230,278,491,2328,77,146,6,2585,242,326,1885,55,124,6,3235,278,491,2317,52,145,6,2585,242,326,1824,113,7,0,22,51
2403311-004,7736,847,553,6166,218,229,10,5876,756,352,4594,166,168,9,7753,851,553,6060,211,228,10,5876,756,352,4301,137,38,2,38,252
2403311-001,3882,495,320,2980,127,98,10,3080,428,228,2341,94,82,8,3884,496,320,2970,126,98,9,3080,428,228,2208,60,18,2,13,123
2403314-011,2139,410,83,1600,14,66,6,1950,346,73,1492,12,59,6,2139,410,83,1600,14,66,6,1950,346,73,1433,52,0,3,4,39
2403314-016,585,61,31,477,11,23,1,516,55,23,429,7,15,1,585,61,31,477,11,23,1,516,55,23,414,13,0,1,1,9
2403310-002,6844,1279,1782,3358,158,426,11,5249,1157,1173,2564,109,345,9,6853,1279,1782,3343,135,428,11,5249,1157,1173,2371,299,4,3,41,201
2403310-005,4883,2340,754,1271,123,522,6,3866,2049,506,904,88,391,4,4888,2341,754,1252,112,521,4,3866,2049,506,799,347,4,0,16,145
2403310-013,7488,1295,1191,4151,127,879,21,6030,1184,853,3260,98,729,14,7497,1297,1192,4146,116,879,21,6030,1184,853,3045,684,11,3,44,206
2403309-008,7049,311,518,6076,124,225,20,5678,301,317,4927,90,170,15,7057,311,518,5996,97,223,18,5678,301,317,4726,132,7,0,28,167
2403321-003,4248,1851,382,1651,79,340,5,3550,1681,288,1284,65,273,4,4248,1851,382,1651,79,340,5,3550,1681,288,1196,240,4,0,30,111
2403307-006,3090,649,285,2056,61,107,6,2509,594,205,1641,38,71,5,3091,649,285,2057,61,107,6,2509,594,205,1547,48,6,1,23,85
2403306-005,3116,69,266,2761,71,25,7,2254,63,172,1999,56,16,6,3124,69,266,2760,67,25,6,2254,63,172,1903,14,15,2,13,72
2403316-004,6815,692,4139,1796,453,230,12,5136,583,2938,1443,327,189,10,6820,692,4143,1795,404,228,12,5136,583,2938,1302,159,12,0,23,119
2403321-002,6040,4123,476,544,87,871,8,5696,3967,392,494,74,823,4,6040,4123,476,544,87,871,8,5696,3967,392,410,666,12,0,15,234
2403321-095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403702-004,1082,795,47,157,21,62,2,773,610,24,84,11,44,0,1082,795,47,157,21,62,2,773,610,24,75,33,3,0,1,27
2403708-004,5338,2863,430,1520,162,456,18,4067,2265,307,1067,137,335,14,5344,2864,430,1518,163,456,18,4067,2265,307,924,255,27,9,24,256
2401502-001,2842,2529,166,46,48,27,3,2300,2083,114,30,35,15,2,2845,2532,166,46,48,27,3,2300,2083,114,21,2,9,0,4,67
2401505-003,6052,5344,175,229,140,117,7,4776,4305,100,160,92,75,5,6056,5346,175,235,141,115,6,4776,4305,100,125,46,4,0,23,173
2401501-001,4787,4112,313,218,104,48,9,3823,3367,187,153,81,34,5,4795,4117,313,218,102,47,8,3823,3367,187,119,16,1,0,13,120
2401503-002,2309,2040,98,79,63,35,6,1823,1630,64,52,51,29,6,2316,2047,98,78,65,34,6,1823,1630,64,39,18,4,1,5,62
2401503-007,4377,2638,486,1045,136,127,2,3236,2147,278,646,93,90,2,4404,2653,486,1037,130,127,1,3236,2147,278,569,71,13,0,14,144
2400113-000,2082,1991,9,33,39,9,3,1695,1637,5,13,33,6,1,2084,1993,9,34,39,9,3,1695,1637,5,8,4,0,0,0,41
2402309-001,1161,1119,4,4,18,9,2,947,908,4,4,18,6,2,1162,1120,4,4,18,9,2,947,908,4,0,3,0,0,0,32
2403314-003,3036,1404,385,1045,62,200,9,2384,1241,236,744,45,138,7,3039,1405,385,1043,62,201,9,2384,1241,236,664,112,1,2,12,116
2403313-010,7183,211,297,6598,127,157,13,6052,210,223,5545,96,141,8,7197,211,297,6519,116,155,12,6052,210,223,5269,98,9,0,36,207
2403315-002,6036,318,859,4741,117,152,10,4677,283,563,3711,84,119,3,6037,318,859,4742,116,152,6,4677,283,563,3533,104,12,0,40,142
2403313-025,477,1,90,363,9,21,0,375,1,59,290,9,19,0,478,1,90,364,9,21,0,375,1,59,284,19,3,0,5,4
2403313-016,4156,82,340,3739,69,65,4,3339,73,228,3014,50,59,4,4170,82,340,3678,51,65,3,3339,73,228,2866,52,5,0,15,100
2403313-007,8624,163,357,8051,136,94,7,6618,144,258,6156,88,79,7,8652,163,357,7989,124,90,5,6618,144,258,5932,52,19,1,53,159
2403312-011,5529,239,869,4125,143,314,19,4461,224,613,3373,105,263,13,5541,240,870,4083,130,313,19,4461,224,613,3219,247,19,3,10,126
2403321-004,4848,1131,1314,1311,128,1082,11,3887,1003,934,1091,101,846,10,4851,1131,1315,1291,110,1093,11,3887,1003,934,973,784,5,0,30,158
2403301-008,1100,280,276,366,39,177,1,900,247,196,310,35,138,0,1100,280,276,366,39,177,1,900,247,196,275,130,7,0,7,38
2403320-019,2676,226,812,1531,80,130,1,2027,207,527,1214,67,93,1,2681,226,812,1525,73,129,1,2027,207,527,1130,83,0,0,3,77
2403320-008,1443,21,285,1116,19,34,1,1169,19,196,938,14,23,1,1449,21,286,1114,3,34,1,1169,19,196,918,22,0,0,0,14
2403320-014,550,28,289,222,17,24,1,406,21,207,168,9,17,0,551,28,289,226,11,24,1,406,21,207,154,10,1,0,10,3
2403320-002,1904,209,631,1014,23,70,0,1492,186,434,828,21,54,0,1907,210,631,1018,21,70,0,1492,186,434,768,43,10,0,7,44
2403320-097,20,0,2,18,0,2,2,15,0,2,13,0,2,2,20,0,2,18,0,2,2,15,0,2,11,0,0,0,0,2
2403320-015,351,8,27,302,8,15,0,267,8,18,227,6,15,0,351,8,27,302,8,15,0,267,8,18,222,14,0,0,0,5
2403320-012,3710,65,639,2938,68,63,6,2749,61,418,2203,55,50,3,3716,65,640,2932,56,62,5,2749,61,418,2130,35,9,0,26,70
2403320-011,4032,103,1475,2393,87,91,7,2908,77,891,1882,69,69,2,4035,103,1475,2401,78,88,7,2908,77,891,1816,60,12,0,11,41
2403320-013,1528,34,229,1217,10,68,0,1145,28,151,925,9,56,0,1528,34,229,1217,10,68,0,1145,28,151,874,53,1,0,9,29
2403316-003,7182,2630,1838,2401,221,307,18,5658,2172,1271,1966,166,232,9,7189,2632,1839,2398,194,305,17,5658,2172,1271,1771,177,17,3,40,207
2403319-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403307-008,3173,624,246,2113,80,196,3,2431,535,164,1571,64,151,2,3183,624,247,2105,76,195,3,2431,535,164,1447,130,0,1,14,140
2403321-006,3153,1890,284,530,62,397,4,2601,1651,195,379,55,312,4,3154,1891,284,538,60,404,4,2601,1651,195,317,257,2,2,29,148
2403301-002,2775,748,884,879,69,274,7,2262,686,616,731,52,221,5,2777,748,884,882,61,275,7,2262,686,616,655,178,8,0,22,97
2403310-012,8079,1148,1244,4455,192,1281,16,6544,1053,887,3588,149,1007,15,8087,1148,1244,4449,144,1291,16,6544,1053,887,3334,958,8,11,49,244
2403316-002,1237,463,301,429,31,53,3,955,359,221,336,23,41,2,1238,463,301,424,27,52,3,955,359,221,294,33,4,0,6,38
2403306-026,2558,60,117,2385,31,15,2,2067,60,81,1934,21,7,1,2564,60,117,2370,30,15,2,2067,60,81,1861,5,0,0,10,50
2403306-024,1317,54,103,1166,24,18,1,1096,54,63,976,13,15,1,1320,54,103,1162,24,18,1,1096,54,63,945,11,0,0,0,23
2403306-012,3462,62,140,3239,61,20,5,2651,52,102,2473,48,19,5,3469,62,140,3224,60,20,3,2651,52,102,2406,13,13,1,12,52
2403306-009,3455,87,346,3004,63,39,14,2730,84,228,2382,40,33,4,3464,87,346,3007,62,40,14,2730,84,228,2320,28,2,0,17,51
2403307-016,2282,608,247,1282,58,156,10,1892,546,170,1057,40,118,7,2284,610,247,1270,57,156,10,1892,546,170,982,109,0,0,12,73
2403507-001,2929,2325,185,325,55,27,0,2338,1903,109,258,39,20,0,2932,2326,185,325,56,28,0,2338,1903,109,237,7,6,0,12,64
